Adj_Open,Adj_High,Adj_Low,Adj_Close
0.481645049,0.490738138,0.479913032,0.485397752
0.485397752,0.539378948,0.485397752,0.539378948
0.539378948,0.562905511,0.534038562,0.539378948
0.539378948,0.539378948,0.499686892,0.508779981
0.508779981,0.541255299,0.505171613,0.528698176
0.534038562,0.555688774,0.534038562,0.550204054
0.550204054,0.591772461,0.548472037,0.588164092
0.588164092,0.606205935,0.584555723,0.591772461
0.591772461,0.600721215,0.579215338,0.589896109
0.589896109,0.602597567,0.580947355,0.602597567
0.602597567,0.631464516,0.593648812,0.618763058
0.618763058,0.645897991,0.613422673,0.644165974
0.644165974,0.65499108,0.633196533,0.635072885
0.635072885,0.644165974,0.598989198,0.609814304
0.609814304,0.618763058,0.597257181,0.604473918
0.604473918,0.613422673,0.588164092,0.609814304
0.609814304,0.653114728,0.609814304,0.649506359
0.65499108,0.681981677,0.65499108,0.671156571
0.671156571,0.671156571,0.651238376,0.667548203
0.667548203,0.673032923,0.647774342,0.65499108
0.65499108,0.65499108,0.638681253,0.642289622
0.642289622,0.642289622,0.61515469,0.635072885
0.635072885,0.662207817,0.627856147,0.65499108
0.658455114,0.689198415,0.658455114,0.671156571
0.671156571,0.68024966,0.665671851,0.676496957
0.681981677,0.698291504,0.681981677,0.694683135
0.694683135,0.701755537,0.671156571,0.67476494
0.67476494,0.676496957,0.656723097,0.658455114
0.658455114,0.673032923,0.656723097,0.66928022
0.66928022,0.678373309,0.667548203,0.67476494
0.67476494,0.681981677,0.651238376,0.653114728
0.653114728,0.65499108,0.624247779,0.644165974
0.644165974,0.645897991,0.613422673,0.631464516
0.627856147,0.627856147,0.602597567,0.611690656
0.611690656,0.629732499,0.600721215,0.629732499
0.629732499,0.636949236,0.61515469,0.62063941
0.62063941,0.631464516,0.597257181,0.611690656
0.609814304,0.609814304,0.582679372,0.597257181
0.597257181,0.606205935,0.579215338,0.606205935
0.606205935,0.627856147,0.602597567,0.606205935
0.606205935,0.611690656,0.604473918,0.611690656
0.611690656,0.627856147,0.609814304,0.62063941
0.62063941,0.636949236,0.617031041,0.635072885
0.635072885,0.651238376,0.635072885,0.642289622
0.642289622,0.644165974,0.609814304,0.611690656
0.611690656,0.629732499,0.609814304,0.622515762
