Date,AAPL,MSFT,GOOG,SPY
2017-01-31,119.85115020417,63.2441278352,796.79,220.3095245361328
2017-02-01,127.15974939256,62.197395943728,795.695,220.3966522216797
2017-02-02,126.94246671398,61.796311761014,798.53,220.54190063476562
2017-02-03,127.48567341042,62.295221354146,801.49,222.06207275390625
2017-02-06,128.68072814257,62.256091189979,801.34,221.66506958007812
2017-02-07,129.9054123309,62.050657828101,806.97,221.6747589111328
2017-02-08,130.40911308577,61.962614958725,808.38,221.9652557373047
2017-02-09,131.34737919779,62.666957913734,809.56,223.2821044921875
2017-02-10,131.04980924039,62.608262667483,813.67,224.1632080078125
2017-02-13,132.21033207426,63.312605622493,819.24,225.38323974609375
2017-02-14,133.92631882862,63.547386607496,820.45,226.28369140625
2017-02-15,134.41234975905,63.508020098834,818.98,227.4650115966797
2017-02-16,134.24868628248,63.498178471668,824.16,227.27134704589844
2017-02-17,134.62064872923,63.596594743323,828.07,227.6295928955078
2017-02-21,135.59271059008,63.468653590172,831.66,228.98516845703125
2017-02-22,135.99938953187,63.340712437021,830.76,228.78184509277344
2017-02-23,135.42408761422,63.596594743323,831.33,228.936767578125
2017-02-24,135.55303459576,63.596594743323,828.64,229.22723388671875
2017-02-27,135.82084755742,63.212771283869,829.28,229.5854949951172
2017-02-28,135.8803615489,62.966730604732,823.21,228.9658203125
2017-03-01,138.65768115133,63.911526812618,835.24,232.17074584960938
2017-03-02,137.83440426919,62.996255486229,830.63,230.7086944580078
2017-03-03,138.64776215275,63.2324545382,829.08,230.85391235351562
2017-03-06,138.21132621523,63.252137792531,827.78,230.16647338867188
2017-03-07,138.38986818967,63.380078945682,831.91,229.47900390625
2017-03-08,137.87408026351,63.960734948446,835.37,229.05296325683594
2017-03-09,137.55667230894,63.704852642143,838.68,229.3434295654297
2017-03-10,138.01294624363,63.901685185453,843.25,230.1470947265625
2017-03-13,138.07246023511,63.685169387812,845.54,230.26329040527344
2017-03-14,137.86416126493,63.389920572848,845.62,229.3821563720703
2017-03-15,139.3222540562,63.724535896474,847.2,231.3671112060547
2017-03-16,139.55039102354,63.616277997654,848.78,230.91201782226562
2017-03-17,138.85606112294,63.84263542246,852.12,230.5065155029297
2017-03-20,140.31415391421,63.901685185453,848.4,230.25367736816406
2017-03-21,138.70727614424,63.193088029538,830.46,227.29730224609375
2017-03-22,140.27447791989,64.000101457108,829.59,227.83218383789062
2017-03-23,139.77852799089,63.84263542246,817.58,227.58905029296875
2017-03-24,139.50079603064,63.95089332128,814.43,227.4237518310547
2017-03-27,139.73885199657,64.068992847266,819.51,227.1903533935547
2017-03-28,142.63519958196,64.25598376341,820.92,228.84356689453125
2017-03-29,142.95260753652,64.433133052389,831.41,229.05747985839844
2017-03-30,142.7641465635,64.66933210436,831.5,229.78684997558594
2017-03-31,142.49633360184,64.816956511842,829.56,229.2519989013672
2017-04-03,142.53600959616,64.511866069713,838.55,228.85330200195312
2017-04-04,143.59734244423,64.689015358691,834.57,228.99916076660156
2017-04-05,142.85341755072,64.521707696878,831.41,228.3184356689453
2017-04-06,142.49633360184,64.689015358691,827.88,228.9602813720703
2017-04-07,142.17892564727,64.639807222864,824.67,228.72686767578125
2017-04-10,142.01030267141,64.492182815382,824.73,228.86300659179688
2017-04-11,140.48277689007,64.442974679554,823.35,228.59071350097656
2017-04-12,140.65139986594,64.196934000417,824.32,227.58905029296875
2017-04-13,139.90747497243,63.921368439784,823.56,226.11090087890625
2017-04-17,140.68115686168,64.442974679554,837.17,228.11419677734375
2017-04-18,140.05625995113,64.354400035065,836.82,227.43344116210938
2017-04-19,139.54047202496,64.009943084273,838.21,227.01528930664062
2017-04-20,141.28621577506,64.462657933885,841.65,228.86300659179688
2017-04-21,141.1175927992,65.348404378778,843.19,228.13363647460938
2017-04-24,142.47649560468,66.460508248477,862.76,230.64263916015625
2017-04-25,143.36920547689,66.844331707931,872.3,231.98468017578125
2017-04-26,142.48720812314,66.755757063442,871.624,231.8387908935547
2017-04-27,142.62528058338,67.188788658723,874.25,232.03329467773438
2017-04-28,142.48641460326,67.375779574867,905.96,231.52760314941406
2017-05-01,145.41251918439,68.310734155587,912.57,232.111083984375
2017-05-02,146.31514805518,68.202476256767,916.44,232.1986083984375
2017-05-03,145.86879311907,67.985960459127,927.04,231.9165802001953
2017-05-04,145.34308619433,67.720236525659,931.66,232.1888885498047
2017-05-05,147.75340284929,67.907227441803,927.13,233.10299682617188
2017-05-08,151.76067827566,67.84817767881,934.3,233.06411743164062
2017-05-09,152.71290213935,67.946593950465,932.17,232.85015869140625
2017-05-10,152.01857223874,68.212317883933,928.78,233.26834106445312
2017-05-11,153.32788005131,67.375779574867,930.6,232.7918243408203
2017-05-12,155.46919178961,67.297046557543,932.22,232.40283203125
2017-05-15,155.07080821039,67.34625469337,937.08,233.6865234375
2017-05-16,154.84173765234,68.694557615041,943.0,233.47254943847656
2017-05-17,149.64283194355,66.784451056951,919.62,229.32981872558594
2017-05-18,151.92357793457,67.012080335894,930.24,230.25367736816406
2017-05-19,152.34188069275,66.992286485551,934.01,231.75128173828125
2017-05-22,153.36771840924,67.744452798582,941.86,232.927978515625
2017-05-23,153.17848620911,67.972082077525,948.82,233.44338989257812
2017-05-24,152.72034509301,68.061154404068,954.96,233.9879913330078
2017-05-25,153.24820333547,68.902393043641,969.54,235.10630798339844
2017-05-26,152.98925400898,69.248785424642,971.47,235.05767822265625
2017-05-30,153.04901154586,69.684250132186,975.88,234.85348510742188
2017-05-31,152.14268890314,69.120125397413,964.86,234.7951202392578
2017-06-01,152.56099166132,69.377445451871,966.95,236.6623077392578
2017-06-02,154.82181847338,71.020335030332,975.6,237.45001220703125
2017-06-05,153.30796087235,71.534975139247,983.68,237.2749481201172
2017-06-06,153.82585952534,71.772501343362,976.57,236.51641845703125
2017-06-07,154.74214175754,71.643841316133,981.08,236.9540252685547
2017-06-08,154.36367735728,71.203428146004,983.41,237.07070922851562
2017-06-09,148.37796407954,69.595177805643,949.83,236.71090698242188
2017-06-12,144.7327543297,69.060743846385,942.9,236.6623077392578
2017-06-13,145.99762219371,69.921776336301,953.4,237.81951904296875
2017-06-14,144.57340089801,69.545693179786,950.76,237.51806640625
2017-06-15,143.70691661321,69.179506948442,942.31,237.06100463867188
2017-06-16,141.69507953817,69.278476200157,939.78,237.11279296875
2017-06-19,145.7486324567,70.139508690073,957.37,239.0867919921875
2017-06-20,144.4240070558,69.189403873614,950.63,237.47438049316406
2017-06-21,145.28053175112,69.545693179786,959.45,237.4157257080078
2017-06-22,145.04150160359,69.535796254614,957.09,237.3082275390625
2017-06-23,145.75859204618,70.476004145902,965.59,237.5916290283203
2017-06-26,145.23073380372,69.803013234243,952.27,237.74798583984375
2017-06-27,143.15913919179,68.496619111612,927.33,235.83265686035156
2017-06-28,145.2406933932,69.080537696728,940.49,237.94345092773438
